Date and Hour,Date,StartHour,EndHour,Source,Production,dayOfYear,dayName,monthName
2021-09-22 02:00:00+02:00,2021-09-22,02:00:00,03:00:00,Wind,2301.0,265,Wednesday,September
2021-10-13 10:00:00+02:00,2021-10-13,10:00:00,11:00:00,Wind,1356.0,286,Wednesday,October
2021-09-22 04:00:00+02:00,2021-09-22,04:00:00,05:00:00,Wind,1909.0,265,Wednesday,September
2021-10-13 20:00:00+02:00,2021-10-13,20:00:00,21:00:00,Wind,2147.0,286,Wednesday,October
2021-09-22 17:00:00+02:00,2021-09-22,17:00:00,18:00:00,Wind,868.0,265,Wednesday,September
2021-10-13 23:00:00+02:00,2021-10-13,23:00:00,24:00:00,Wind,2130.0,286,Wednesday,October
2021-09-22 18:00:00+02:00,2021-09-22,18:00:00,19:00:00,Wind,1069.0,265,Wednesday,September
2021-10-14 03:00:00+02:00,2021-10-14,03:00:00,04:00:00,Wind,1742.0,287,Thursday,October
2021-09-22 20:00:00+02:00,2021-09-22,20:00:00,21:00:00,Wind,1911.0,265,Wednesday,September
2021-10-14 05:00:00+02:00,2021-10-14,05:00:00,06:00:00,Wind,1742.0,287,Thursday,October
2021-09-23 00:00:00+02:00,2021-09-23,00:00:00,01:00:00,Wind,1673.0,266,Thursday,September
2021-10-14 07:00:00+02:00,2021-10-14,07:00:00,08:00:00,Wind,1976.0,287,Thursday,October
2021-09-23 15:00:00+02:00,2021-09-23,15:00:00,16:00:00,Wind,1339.0,266,Thursday,September
2021-10-14 09:00:00+02:00,2021-10-14,09:00:00,10:00:00,Wind,1981.0,287,Thursday,October
2021-09-23 19:00:00+02:00,2021-09-23,19:00:00,20:00:00,Wind,1107.0,266,Thursday,September
2021-10-14 23:00:00+02:00,2021-10-14,23:00:00,24:00:00,Wind,1394.0,287,Thursday,October
2021-09-24 03:00:00+02:00,2021-09-24,03:00:00,04:00:00,Wind,589.0,267,Friday,September
2021-10-15 13:00:00+02:00,2021-10-15,13:00:00,14:00:00,Wind,237.0,288,Friday,October
2021-09-24 05:00:00+02:00,2021-09-24,05:00:00,06:00:00,Wind,427.0,267,Friday,September
2021-10-15 23:00:00+02:00,2021-10-15,23:00:00,24:00:00,Wind,1601.0,288,Friday,October
2021-09-24 07:00:00+02:00,2021-09-24,07:00:00,08:00:00,Wind,539.0,267,Friday,September
2021-10-16 02:00:00+02:00,2021-10-16,02:00:00,03:00:00,Wind,1685.0,289,Saturday,October
2021-09-24 08:00:00+02:00,2021-09-24,08:00:00,09:00:00,Wind,631.0,267,Friday,September
2021-10-16 06:00:00+02:00,2021-10-16,06:00:00,07:00:00,Wind,1526.0,289,Saturday,October
2021-09-25 02:00:00+02:00,2021-09-25,02:00:00,03:00:00,Wind,994.0,268,Saturday,September
2021-10-17 01:00:00+02:00,2021-10-17,01:00:00,02:00:00,Wind,1724.0,290,Sunday,October
2021-09-25 03:00:00+02:00,2021-09-25,03:00:00,04:00:00,Wind,1153.0,268,Saturday,September
2021-10-17 06:00:00+02:00,2021-10-17,06:00:00,07:00:00,Wind,1776.0,290,Sunday,October
2021-09-25 04:00:00+02:00,2021-09-25,04:00:00,05:00:00,Wind,1297.0,268,Saturday,September
2021-10-17 07:00:00+02:00,2021-10-17,07:00:00,08:00:00,Wind,1816.0,290,Sunday,October
2021-09-25 16:00:00+02:00,2021-09-25,16:00:00,17:00:00,Wind,1105.0,268,Saturday,September
2021-10-17 10:00:00+02:00,2021-10-17,10:00:00,11:00:00,Wind,1526.0,290,Sunday,October
2021-09-25 18:00:00+02:00,2021-09-25,18:00:00,19:00:00,Wind,1181.0,268,Saturday,September
2021-10-17 15:00:00+02:00,2021-10-17,15:00:00,16:00:00,Wind,1044.0,290,Sunday,October
2021-09-25 23:00:00+02:00,2021-09-25,23:00:00,24:00:00,Wind,2173.0,268,Saturday,September
2021-10-17 18:00:00+02:00,2021-10-17,18:00:00,19:00:00,Wind,854.0,290,Sunday,October
2021-09-26 04:00:00+02:00,2021-09-26,04:00:00,05:00:00,Wind,2306.0,269,Sunday,September
2021-10-17 19:00:00+02:00,2021-10-17,19:00:00,20:00:00,Wind,1244.0,290,Sunday,October
2021-09-26 08:00:00+02:00,2021-09-26,08:00:00,09:00:00,Wind,2723.0,269,Sunday,September
2021-10-18 00:00:00+02:00,2021-10-18,00:00:00,01:00:00,Wind,2798.0,291,Monday,October
2021-09-26 14:00:00+02:00,2021-09-26,14:00:00,15:00:00,Wind,2676.0,269,Sunday,September
2021-10-18 09:00:00+02:00,2021-10-18,09:00:00,10:00:00,Wind,2587.0,291,Monday,October
2021-09-26 17:00:00+02:00,2021-09-26,17:00:00,18:00:00,Wind,2685.0,269,Sunday,September
2021-10-18 18:00:00+02:00,2021-10-18,18:00:00,19:00:00,Wind,3429.0,291,Monday,October
2021-09-26 20:00:00+02:00,2021-09-26,20:00:00,21:00:00,Wind,2329.0,269,Sunday,September
2021-10-19 02:00:00+02:00,2021-10-19,02:00:00,03:00:00,Wind,5865.0,292,Tuesday,October
2021-09-26 21:00:00+02:00,2021-09-26,21:00:00,22:00:00,Wind,2412.0,269,Sunday,September
2021-10-19 17:00:00+02:00,2021-10-19,17:00:00,18:00:00,Wind,5714.0,292,Tuesday,October
2021-09-27 00:00:00+02:00,2021-09-27,00:00:00,01:00:00,Wind,3119.0,270,Monday,September
2021-10-20 01:00:00+02:00,2021-10-20,01:00:00,02:00:00,Wind,10842.0,293,Wednesday,October
2021-09-27 01:00:00+02:00,2021-09-27,01:00:00,02:00:00,Wind,3407.0,270,Monday,September
2021-10-20 07:00:00+02:00,2021-10-20,07:00:00,08:00:00,Wind,11219.0,293,Wednesday,October
2021-09-27 09:00:00+02:00,2021-09-27,09:00:00,10:00:00,Wind,6733.0,270,Monday,September
2021-10-20 15:00:00+02:00,2021-10-20,15:00:00,16:00:00,Wind,12529.0,293,Wednesday,October
2021-09-27 21:00:00+02:00,2021-09-27,21:00:00,22:00:00,Wind,3195.0,270,Monday,September
2021-10-20 16:00:00+02:00,2021-10-20,16:00:00,17:00:00,Wind,12358.0,293,Wednesday,October
2021-09-28 09:00:00+02:00,2021-09-28,09:00:00,10:00:00,Wind,1495.0,271,Tuesday,September
2021-10-20 18:00:00+02:00,2021-10-20,18:00:00,19:00:00,Wind,12584.0,293,Wednesday,October
2021-09-28 10:00:00+02:00,2021-09-28,10:00:00,11:00:00,Wind,1100.0,271,Tuesday,September
2021-10-21 04:00:00+02:00,2021-10-21,04:00:00,05:00:00,Wind,11258.0,294,Thursday,October
2021-09-28 14:00:00+02:00,2021-09-28,14:00:00,15:00:00,Wind,1988.0,271,Tuesday,September
2021-10-21 05:00:00+02:00,2021-10-21,05:00:00,06:00:00,Wind,10631.0,294,Thursday,October
2021-09-28 15:00:00+02:00,2021-09-28,15:00:00,16:00:00,Wind,2132.0,271,Tuesday,September
2021-10-21 07:00:00+02:00,2021-10-21,07:00:00,08:00:00,Wind,10964.0,294,Thursday,October
2021-09-29 02:00:00+02:00,2021-09-29,02:00:00,03:00:00,Wind,6660.0,272,Wednesday,September
2021-10-21 14:00:00+02:00,2021-10-21,14:00:00,15:00:00,Wind,10771.0,294,Thursday,October
2021-09-29 03:00:00+02:00,2021-09-29,03:00:00,04:00:00,Wind,6763.0,272,Wednesday,September
2021-10-21 21:00:00+02:00,2021-10-21,21:00:00,22:00:00,Wind,3121.0,294,Thursday,October
2021-09-29 08:00:00+02:00,2021-09-29,08:00:00,09:00:00,Wind,6611.0,272,Wednesday,September
2021-10-21 22:00:00+02:00,2021-10-21,22:00:00,23:00:00,Wind,2788.0,294,Thursday,October
2021-09-29 16:00:00+02:00,2021-09-29,16:00:00,17:00:00,Wind,7770.0,272,Wednesday,September
2021-10-22 07:00:00+02:00,2021-10-22,07:00:00,08:00:00,Wind,2845.0,295,Friday,October
2021-09-30 01:00:00+02:00,2021-09-30,01:00:00,02:00:00,Wind,2190.0,273,Thursday,September
2021-10-22 11:00:00+02:00,2021-10-22,11:00:00,12:00:00,Wind,2681.0,295,Friday,October
2021-09-30 11:00:00+02:00,2021-09-30,11:00:00,12:00:00,Wind,1592.0,273,Thursday,September
2021-10-22 14:00:00+02:00,2021-10-22,14:00:00,15:00:00,Wind,4677.0,295,Friday,October
2021-09-30 14:00:00+02:00,2021-09-30,14:00:00,15:00:00,Wind,3759.0,273,Thursday,September
2021-10-22 15:00:00+02:00,2021-10-22,15:00:00,16:00:00,Wind,4615.0,295,Friday,October
2021-09-30 15:00:00+02:00,2021-09-30,15:00:00,16:00:00,Wind,3703.0,273,Thursday,September
2021-10-22 16:00:00+02:00,2021-10-22,16:00:00,17:00:00,Wind,4364.0,295,Friday,October
2021-09-30 19:00:00+02:00,2021-09-30,19:00:00,20:00:00,Wind,2646.0,273,Thursday,September
2021-10-22 23:00:00+02:00,2021-10-22,23:00:00,24:00:00,Wind,2079.0,295,Friday,October
2021-09-01 15:00:00+02:00,2021-09-01,15:00:00,16:00:00,Solar,3997.0,244,Wednesday,September
2021-10-23 04:00:00+02:00,2021-10-23,04:00:00,05:00:00,Wind,1332.0,296,Saturday,October
2021-09-01 18:00:00+02:00,2021-09-01,18:00:00,19:00:00,Solar,1237.0,244,Wednesday,September
2021-10-23 08:00:00+02:00,2021-10-23,08:00:00,09:00:00,Wind,1464.0,296,Saturday,October
2021-09-01 19:00:00+02:00,2021-09-01,19:00:00,20:00:00,Solar,369.0,244,Wednesday,September
2021-10-23 11:00:00+02:00,2021-10-23,11:00:00,12:00:00,Wind,727.0,296,Saturday,October
2021-09-02 00:00:00+02:00,2021-09-02,00:00:00,01:00:00,Solar,1.0,245,Thursday,September
2021-10-23 19:00:00+02:00,2021-10-23,19:00:00,20:00:00,Wind,2037.0,296,Saturday,October
2021-09-02 05:00:00+02:00,2021-09-02,05:00:00,06:00:00,Solar,2.0,245,Thursday,September
2021-10-24 02:00:00+02:00,2021-10-24,02:00:00,03:00:00,Wind,4117.0,297,Sunday,October
2021-09-02 09:00:00+02:00,2021-09-02,09:00:00,10:00:00,Solar,1448.0,245,Thursday,September
2021-10-24 09:00:00+02:00,2021-10-24,09:00:00,10:00:00,Wind,4548.0,297,Sunday,October
2021-09-02 18:00:00+02:00,2021-09-02,18:00:00,19:00:00,Solar,1048.0,245,Thursday,September
2021-10-24 12:00:00+02:00,2021-10-24,12:00:00,13:00:00,Wind,1982.0,297,Sunday,October
2021-09-02 20:00:00+02:00,2021-09-02,20:00:00,21:00:00,Solar,30.0,245,Thursday,September
2021-10-24 18:00:00+02:00,2021-10-24,18:00:00,19:00:00,Wind,2234.0,297,Sunday,October
2021-09-02 22:00:00+02:00,2021-09-02,22:00:00,23:00:00,Solar,2.0,245,Thursday,September
2021-10-25 12:00:00+02:00,2021-10-25,12:00:00,13:00:00,Wind,1561.0,298,Monday,October
2021-09-03 03:00:00+02:00,2021-09-03,03:00:00,04:00:00,Solar,1.0,246,Friday,September
2021-10-25 18:00:00+02:00,2021-10-25,18:00:00,19:00:00,Wind,2214.0,298,Monday,October
2021-09-03 05:00:00+02:00,2021-09-03,05:00:00,06:00:00,Solar,1.0,246,Friday,September
2021-10-25 20:00:00+02:00,2021-10-25,20:00:00,21:00:00,Wind,2982.0,298,Monday,October
2021-09-03 20:00:00+02:00,2021-09-03,20:00:00,21:00:00,Solar,25.0,246,Friday,September
2021-10-26 03:00:00+02:00,2021-10-26,03:00:00,04:00:00,Wind,2721.0,299,Tuesday,October
2021-09-04 08:00:00+02:00,2021-09-04,08:00:00,09:00:00,Solar,536.0,247,Saturday,September
2021-10-26 05:00:00+02:00,2021-10-26,05:00:00,06:00:00,Wind,2534.0,299,Tuesday,October
2021-09-04 13:00:00+02:00,2021-09-04,13:00:00,14:00:00,Solar,4028.0,247,Saturday,September
2021-10-26 07:00:00+02:00,2021-10-26,07:00:00,08:00:00,Wind,2550.0,299,Tuesday,October
2021-09-04 14:00:00+02:00,2021-09-04,14:00:00,15:00:00,Solar,3968.0,247,Saturday,September
2021-10-26 16:00:00+02:00,2021-10-26,16:00:00,17:00:00,Wind,2826.0,299,Tuesday,October
2021-09-04 16:00:00+02:00,2021-09-04,16:00:00,17:00:00,Solar,3064.0,247,Saturday,September
2021-10-27 00:00:00+02:00,2021-10-27,00:00:00,01:00:00,Wind,3162.0,300,Wednesday,October
2021-09-04 22:00:00+02:00,2021-09-04,22:00:00,23:00:00,Solar,2.0,247,Saturday,September
2021-10-27 03:00:00+02:00,2021-10-27,03:00:00,04:00:00,Wind,2392.0,300,Wednesday,October
2021-09-04 23:00:00+02:00,2021-09-04,23:00:00,24:00:00,Solar,2.0,247,Saturday,September
2021-10-27 06:00:00+02:00,2021-10-27,06:00:00,07:00:00,Wind,1869.0,300,Wednesday,October
2021-09-06 05:00:00+02:00,2021-09-06,05:00:00,06:00:00,Solar,2.0,249,Monday,September
2021-10-27 09:00:00+02:00,2021-10-27,09:00:00,10:00:00,Wind,1847.0,300,Wednesday,October
2021-09-06 06:00:00+02:00,2021-09-06,06:00:00,07:00:00,Solar,2.0,249,Monday,September
2021-10-27 10:00:00+02:00,2021-10-27,10:00:00,11:00:00,Wind,1669.0,300,Wednesday,October
2021-09-06 08:00:00+02:00,2021-09-06,08:00:00,09:00:00,Solar,664.0,249,Monday,September
2021-10-27 15:00:00+02:00,2021-10-27,15:00:00,16:00:00,Wind,1679.0,300,Wednesday,October
2021-09-06 12:00:00+02:00,2021-09-06,12:00:00,13:00:00,Solar,4548.0,249,Monday,September
2021-10-27 16:00:00+02:00,2021-10-27,16:00:00,17:00:00,Wind,1546.0,300,Wednesday,October
2021-09-06 13:00:00+02:00,2021-09-06,13:00:00,14:00:00,Solar,4732.0,249,Monday,September
2021-10-27 21:00:00+02:00,2021-10-27,21:00:00,22:00:00,Wind,3652.0,300,Wednesday,October
2021-09-06 22:00:00+02:00,2021-09-06,22:00:00,23:00:00,Solar,3.0,249,Monday,September
2021-10-27 23:00:00+02:00,2021-10-27,23:00:00,24:00:00,Wind,4218.0,300,Wednesday,October
2021-09-07 06:00:00+02:00,2021-09-07,06:00:00,07:00:00,Solar,2.0,250,Tuesday,September
2021-10-28 03:00:00+02:00,2021-10-28,03:00:00,04:00:00,Wind,5147.0,301,Thursday,October
2021-09-07 13:00:00+02:00,2021-09-07,13:00:00,14:00:00,Solar,4383.0,250,Tuesday,September
2021-10-28 05:00:00+02:00,2021-10-28,05:00:00,06:00:00,Wind,5652.0,301,Thursday,October
2021-09-07 19:00:00+02:00,2021-09-07,19:00:00,20:00:00,Solar,311.0,250,Tuesday,September
2021-10-28 07:00:00+02:00,2021-10-28,07:00:00,08:00:00,Wind,5785.0,301,Thursday,October
2021-09-07 23:00:00+02:00,2021-09-07,23:00:00,24:00:00,Solar,2.0,250,Tuesday,September
2021-10-28 09:00:00+02:00,2021-10-28,09:00:00,10:00:00,Wind,5832.0,301,Thursday,October
2021-09-08 09:00:00+02:00,2021-09-08,09:00:00,10:00:00,Solar,1374.0,251,Wednesday,September
2021-10-29 01:00:00+02:00,2021-10-29,01:00:00,02:00:00,Wind,10793.0,302,Friday,October
2021-09-08 11:00:00+02:00,2021-09-08,11:00:00,12:00:00,Solar,2939.0,251,Wednesday,September
2021-10-29 07:00:00+02:00,2021-10-29,07:00:00,08:00:00,Wind,12206.0,302,Friday,October
2021-09-08 17:00:00+02:00,2021-09-08,17:00:00,18:00:00,Solar,2029.0,251,Wednesday,September
2021-10-29 12:00:00+02:00,2021-10-29,12:00:00,13:00:00,Wind,10819.0,302,Friday,October
2021-09-09 01:00:00+02:00,2021-09-09,01:00:00,02:00:00,Solar,2.0,252,Thursday,September
2021-10-29 13:00:00+02:00,2021-10-29,13:00:00,14:00:00,Wind,10751.0,302,Friday,October
2021-09-09 02:00:00+02:00,2021-09-09,02:00:00,03:00:00,Solar,2.0,252,Thursday,September
2021-10-29 17:00:00+02:00,2021-10-29,17:00:00,18:00:00,Wind,7528.0,302,Friday,October
2021-09-09 03:00:00+02:00,2021-09-09,03:00:00,04:00:00,Solar,2.0,252,Thursday,September
2021-10-29 19:00:00+02:00,2021-10-29,19:00:00,20:00:00,Wind,6335.0,302,Friday,October
2021-09-09 04:00:00+02:00,2021-09-09,04:00:00,05:00:00,Solar,2.0,252,Thursday,September
2021-10-30 00:00:00+02:00,2021-10-30,00:00:00,01:00:00,Wind,5790.0,303,Saturday,October
2021-09-09 05:00:00+02:00,2021-09-09,05:00:00,06:00:00,Solar,2.0,252,Thursday,September
2021-10-30 05:00:00+02:00,2021-10-30,05:00:00,06:00:00,Wind,9259.0,303,Saturday,October
2021-09-09 06:00:00+02:00,2021-09-09,06:00:00,07:00:00,Solar,2.0,252,Thursday,September
2021-10-30 06:00:00+02:00,2021-10-30,06:00:00,07:00:00,Wind,9361.0,303,Saturday,October
2021-09-09 11:00:00+02:00,2021-09-09,11:00:00,12:00:00,Solar,1677.0,252,Thursday,September
2021-10-30 07:00:00+02:00,2021-10-30,07:00:00,08:00:00,Wind,9538.0,303,Saturday,October
2021-09-09 12:00:00+02:00,2021-09-09,12:00:00,13:00:00,Solar,1980.0,252,Thursday,September
2021-10-30 12:00:00+02:00,2021-10-30,12:00:00,13:00:00,Wind,8042.0,303,Saturday,October
2021-09-09 17:00:00+02:00,2021-09-09,17:00:00,18:00:00,Solar,1304.0,252,Thursday,September
2021-10-30 14:00:00+02:00,2021-10-30,14:00:00,15:00:00,Wind,7291.0,303,Saturday,October
2021-09-09 18:00:00+02:00,2021-09-09,18:00:00,19:00:00,Solar,739.0,252,Thursday,September
2021-10-30 15:00:00+02:00,2021-10-30,15:00:00,16:00:00,Wind,6182.0,303,Saturday,October
2021-09-09 19:00:00+02:00,2021-09-09,19:00:00,20:00:00,Solar,235.0,252,Thursday,September
2021-10-30 22:00:00+02:00,2021-10-30,22:00:00,23:00:00,Wind,4797.0,303,Saturday,October
2021-09-10 08:00:00+02:00,2021-09-10,08:00:00,09:00:00,Solar,266.0,253,Friday,September
2021-10-31 00:00:00+02:00,2021-10-31,00:00:00,01:00:00,Wind,4501.0,304,Sunday,October
2021-09-10 15:00:00+02:00,2021-09-10,15:00:00,16:00:00,Solar,2838.0,253,Friday,September
2021-10-31 05:00:00+01:00,2021-10-31,05:00:00,06:00:00,Wind,7313.0,304,Sunday,October
2021-09-10 23:00:00+02:00,2021-09-10,23:00:00,24:00:00,Solar,2.0,253,Friday,September
2021-10-31 06:00:00+01:00,2021-10-31,06:00:00,07:00:00,Wind,8545.0,304,Sunday,October
2021-09-11 05:00:00+02:00,2021-09-11,05:00:00,06:00:00,Solar,1.0,254,Saturday,September
2021-10-31 14:00:00+01:00,2021-10-31,14:00:00,15:00:00,Wind,12580.0,304,Sunday,October
2021-09-11 09:00:00+02:00,2021-09-11,09:00:00,10:00:00,Solar,1641.0,254,Saturday,September
2021-10-31 15:00:00+01:00,2021-10-31,15:00:00,16:00:00,Wind,12157.0,304,Sunday,October
2021-09-11 13:00:00+02:00,2021-09-11,13:00:00,14:00:00,Solar,4332.0,254,Saturday,September
2021-10-01 02:00:00+02:00,2021-10-01,02:00:00,03:00:00,Solar,2.0,274,Friday,October
2021-09-11 19:00:00+02:00,2021-09-11,19:00:00,20:00:00,Solar,317.0,254,Saturday,September
2021-10-01 06:00:00+02:00,2021-10-01,06:00:00,07:00:00,Solar,2.0,274,Friday,October
2021-09-11 20:00:00+02:00,2021-09-11,20:00:00,21:00:00,Solar,12.0,254,Saturday,September
2021-10-01 10:00:00+02:00,2021-10-01,10:00:00,11:00:00,Solar,2678.0,274,Friday,October
2021-09-12 05:00:00+02:00,2021-09-12,05:00:00,06:00:00,Solar,1.0,255,Sunday,September
2021-10-01 15:00:00+02:00,2021-10-01,15:00:00,16:00:00,Solar,2480.0,274,Friday,October
2021-09-12 10:00:00+02:00,2021-09-12,10:00:00,11:00:00,Solar,3232.0,255,Sunday,September
2021-10-01 16:00:00+02:00,2021-10-01,16:00:00,17:00:00,Solar,1839.0,274,Friday,October
2021-09-12 14:00:00+02:00,2021-09-12,14:00:00,15:00:00,Solar,4617.0,255,Sunday,September
2021-10-01 18:00:00+02:00,2021-10-01,18:00:00,19:00:00,Solar,409.0,274,Friday,October
2021-09-12 20:00:00+02:00,2021-09-12,20:00:00,21:00:00,Solar,7.0,255,Sunday,September
2021-10-02 08:00:00+02:00,2021-10-02,08:00:00,09:00:00,Solar,264.0,275,Saturday,October
2021-09-13 02:00:00+02:00,2021-09-13,02:00:00,03:00:00,Solar,2.0,256,Monday,September
2021-10-02 11:00:00+02:00,2021-10-02,11:00:00,12:00:00,Solar,2967.0,275,Saturday,October
2021-09-13 03:00:00+02:00,2021-09-13,03:00:00,04:00:00,Solar,2.0,256,Monday,September
2021-10-02 13:00:00+02:00,2021-10-02,13:00:00,14:00:00,Solar,3531.0,275,Saturday,October
2021-09-13 08:00:00+02:00,2021-09-13,08:00:00,09:00:00,Solar,589.0,256,Monday,September
2021-10-02 20:00:00+02:00,2021-10-02,20:00:00,21:00:00,Solar,3.0,275,Saturday,October
2021-09-13 16:00:00+02:00,2021-09-13,16:00:00,17:00:00,Solar,2776.0,256,Monday,September
2021-10-03 00:00:00+02:00,2021-10-03,00:00:00,01:00:00,Solar,2.0,276,Sunday,October
2021-09-14 02:00:00+02:00,2021-09-14,02:00:00,03:00:00,Solar,2.0,257,Tuesday,September
2021-10-03 03:00:00+02:00,2021-10-03,03:00:00,04:00:00,Solar,2.0,276,Sunday,October
2021-09-14 10:00:00+02:00,2021-09-14,10:00:00,11:00:00,Solar,1370.0,257,Tuesday,September
2021-10-03 08:00:00+02:00,2021-10-03,08:00:00,09:00:00,Solar,79.0,276,Sunday,October
2021-09-14 12:00:00+02:00,2021-09-14,12:00:00,13:00:00,Solar,2252.0,257,Tuesday,September
2021-10-03 09:00:00+02:00,2021-10-03,09:00:00,10:00:00,Solar,318.0,276,Sunday,October
2021-09-14 23:00:00+02:00,2021-09-14,23:00:00,24:00:00,Solar,1.0,257,Tuesday,September
2021-10-03 23:00:00+02:00,2021-10-03,23:00:00,24:00:00,Solar,2.0,276,Sunday,October
2021-09-15 07:00:00+02:00,2021-09-15,07:00:00,08:00:00,Solar,8.0,258,Wednesday,September
2021-10-04 14:00:00+02:00,2021-10-04,14:00:00,15:00:00,Solar,2580.0,277,Monday,October
2021-09-15 22:00:00+02:00,2021-09-15,22:00:00,23:00:00,Solar,2.0,258,Wednesday,September
2021-10-04 15:00:00+02:00,2021-10-04,15:00:00,16:00:00,Solar,2274.0,277,Monday,October
2021-09-16 03:00:00+02:00,2021-09-16,03:00:00,04:00:00,Solar,2.0,259,Thursday,September
2021-10-05 01:00:00+02:00,2021-10-05,01:00:00,02:00:00,Solar,2.0,278,Tuesday,October
2021-09-16 08:00:00+02:00,2021-09-16,08:00:00,09:00:00,Solar,215.0,259,Thursday,September
2021-10-05 11:00:00+02:00,2021-10-05,11:00:00,12:00:00,Solar,1870.0,278,Tuesday,October
2021-09-16 10:00:00+02:00,2021-09-16,10:00:00,11:00:00,Solar,1132.0,259,Thursday,September
2021-10-05 13:00:00+02:00,2021-10-05,13:00:00,14:00:00,Solar,2344.0,278,Tuesday,October
2021-09-16 12:00:00+02:00,2021-09-16,12:00:00,13:00:00,Solar,1979.0,259,Thursday,September
2021-10-05 14:00:00+02:00,2021-10-05,14:00:00,15:00:00,Solar,1981.0,278,Tuesday,October
2021-09-16 14:00:00+02:00,2021-09-16,14:00:00,15:00:00,Solar,2774.0,259,Thursday,September
2021-10-05 18:00:00+02:00,2021-10-05,18:00:00,19:00:00,Solar,378.0,278,Tuesday,October
2021-09-16 16:00:00+02:00,2021-09-16,16:00:00,17:00:00,Solar,2270.0,259,Thursday,September
2021-10-05 23:00:00+02:00,2021-10-05,23:00:00,24:00:00,Solar,2.0,278,Tuesday,October
2021-09-17 08:00:00+02:00,2021-09-17,08:00:00,09:00:00,Solar,431.0,260,Friday,September
2021-10-06 00:00:00+02:00,2021-10-06,00:00:00,01:00:00,Solar,2.0,279,Wednesday,October
2021-09-17 15:00:00+02:00,2021-09-17,15:00:00,16:00:00,Solar,3669.0,260,Friday,September
2021-10-06 01:00:00+02:00,2021-10-06,01:00:00,02:00:00,Solar,2.0,279,Wednesday,October
2021-09-17 20:00:00+02:00,2021-09-17,20:00:00,21:00:00,Solar,4.0,260,Friday,September
2021-10-06 07:00:00+02:00,2021-10-06,07:00:00,08:00:00,Solar,4.0,279,Wednesday,October
2021-09-18 03:00:00+02:00,2021-09-18,03:00:00,04:00:00,Solar,2.0,261,Saturday,September
2021-10-06 11:00:00+02:00,2021-10-06,11:00:00,12:00:00,Solar,3368.0,279,Wednesday,October
2021-09-18 16:00:00+02:00,2021-09-18,16:00:00,17:00:00,Solar,2110.0,261,Saturday,September
2021-10-06 14:00:00+02:00,2021-10-06,14:00:00,15:00:00,Solar,3729.0,279,Wednesday,October
2021-09-18 17:00:00+02:00,2021-09-18,17:00:00,18:00:00,Solar,1436.0,261,Saturday,September
2021-10-06 16:00:00+02:00,2021-10-06,16:00:00,17:00:00,Solar,2956.0,279,Wednesday,October
2021-09-18 20:00:00+02:00,2021-09-18,20:00:00,21:00:00,Solar,3.0,261,Saturday,September
2021-10-06 23:00:00+02:00,2021-10-06,23:00:00,24:00:00,Solar,3.0,279,Wednesday,October
2021-09-19 05:00:00+02:00,2021-09-19,05:00:00,06:00:00,Solar,2.0,262,Sunday,September
2021-10-07 04:00:00+02:00,2021-10-07,04:00:00,05:00:00,Solar,2.0,280,Thursday,October
2021-09-19 11:00:00+02:00,2021-09-19,11:00:00,12:00:00,Solar,2780.0,262,Sunday,September
2021-10-07 05:00:00+02:00,2021-10-07,05:00:00,06:00:00,Solar,2.0,280,Thursday,October
2021-09-19 13:00:00+02:00,2021-09-19,13:00:00,14:00:00,Solar,3177.0,262,Sunday,September
2021-10-07 14:00:00+02:00,2021-10-07,14:00:00,15:00:00,Solar,4307.0,280,Thursday,October
2021-09-19 14:00:00+02:00,2021-09-19,14:00:00,15:00:00,Solar,3095.0,262,Sunday,September
2021-10-07 16:00:00+02:00,2021-10-07,16:00:00,17:00:00,Solar,3212.0,280,Thursday,October
2021-09-19 22:00:00+02:00,2021-09-19,22:00:00,23:00:00,Solar,3.0,262,Sunday,September
2021-10-07 17:00:00+02:00,2021-10-07,17:00:00,18:00:00,Solar,2048.0,280,Thursday,October
2021-09-20 05:00:00+02:00,2021-09-20,05:00:00,06:00:00,Solar,2.0,263,Monday,September
2021-10-08 06:00:00+02:00,2021-10-08,06:00:00,07:00:00,Solar,2.0,281,Friday,October
2021-09-20 10:00:00+02:00,2021-09-20,10:00:00,11:00:00,Solar,1696.0,263,Monday,September
2021-10-08 09:00:00+02:00,2021-10-08,09:00:00,10:00:00,Solar,1544.0,281,Friday,October
2021-09-20 14:00:00+02:00,2021-09-20,14:00:00,15:00:00,Solar,3178.0,263,Monday,September
2021-10-08 10:00:00+02:00,2021-10-08,10:00:00,11:00:00,Solar,2961.0,281,Friday,October
2021-09-20 18:00:00+02:00,2021-09-20,18:00:00,19:00:00,Solar,856.0,263,Monday,September
2021-10-08 12:00:00+02:00,2021-10-08,12:00:00,13:00:00,Solar,4507.0,281,Friday,October
2021-09-20 19:00:00+02:00,2021-09-20,19:00:00,20:00:00,Solar,167.0,263,Monday,September
2021-10-08 18:00:00+02:00,2021-10-08,18:00:00,19:00:00,Solar,637.0,281,Friday,October
2021-09-20 20:00:00+02:00,2021-09-20,20:00:00,21:00:00,Solar,2.0,263,Monday,September
2021-10-08 23:00:00+02:00,2021-10-08,23:00:00,24:00:00,Solar,3.0,281,Friday,October
2021-09-21 08:00:00+02:00,2021-09-21,08:00:00,09:00:00,Solar,320.0,264,Tuesday,September
2021-10-09 19:00:00+02:00,2021-10-09,19:00:00,20:00:00,Solar,21.0,282,Saturday,October
