tenure,MonthlyCharges,Contract,PaymentMethod,PaperlessBilling,charge_ratio,Churn
60,100.5,One year,Credit card (automatic),1,0.9998341625207297,0
29,95.9,Month-to-month,Electronic check,1,0.9870914386393871,1
49,74.45,Two year,Bank transfer (automatic),1,1.0202436918353641,0
30,70.45,Month-to-month,Electronic check,1,1.476744736219541,0
53,19.05,One year,Credit card (automatic),0,0.9809835091368295,0
39,25.0,Two year,Mailed check,0,1.030102564102564,0
9,19.05,Month-to-month,Mailed check,0,0.9195100612423447,0
39,81.9,One year,Electronic check,0,1.008030431107354,0
8,69.7,Month-to-month,Electronic check,1,1.0273493543758967,0
51,90.15,One year,Electronic check,1,0.9906908964362228,0
71,25.35,Two year,Credit card (automatic),0,1.0265022085173763,0
71,24.65,Two year,Mailed check,1,1.009484901294175,0
70,19.55,Two year,Credit card (automatic),1,1.0683595177201315,0
1,25.25,Month-to-month,Electronic check,0,1.0,1
38,60.0,Two year,Bank transfer (automatic),1,0.9619298245614034,0
28,89.9,Month-to-month,Credit card (automatic),0,0.9667487684729063,0
32,19.4,Month-to-month,Bank transfer (automatic),0,1.0327802835051547,0
49,49.8,Two year,Mailed check,0,0.9828702565363496,0
37,70.45,Two year,Bank transfer (automatic),1,0.33063510636257265,0
10,54.25,Month-to-month,Electronic check,0,1.0746543778801843,0
67,109.9,One year,Unknown,0,0.995803512012277,0
7,35.5,One year,Credit card (automatic),1,1.004225352112676,0
51,87.55,One year,Credit card (automatic),0,1.0024299839867414,0
9,45.15,Month-to-month,Electronic check,0,1.0248554202042575,1
9,88.4,Month-to-month,Mailed check,1,0.9912016088486677,0
4,50.8,Month-to-month,Mailed check,1,0.9955708661417324,0
71,99.0,Two year,Electronic check,1,0.9951059894721868,0
50,84.4,Month-to-month,Bank transfer (automatic),1,0.9753909952606634,1
24,96.55,Two year,Electronic check,1,0.9768039012601415,0
22,59.75,One year,Bank transfer (automatic),1,1.0455306200076073,0
44,111.5,Month-to-month,Unknown,1,1.0018650631879331,0
33,24.25,Month-to-month,Bank transfer (automatic),0,1.0477975632614809,0
1,70.45,Month-to-month,Electronic check,1,1.0660042583392475,1
54,70.15,One year,Credit card (automatic),1,0.9808743169398907,1
42,101.75,Month-to-month,Electronic check,1,0.9999882999883,1
1,45.8,Month-to-month,Electronic check,0,1.0,1
1,20.5,Month-to-month,Mailed check,0,1.0,0
30,70.4,One year,Electronic check,0,0.9681581439393939,0
1,30.55,Month-to-month,Mailed check,0,1.0,0
16,84.9,Month-to-month,Electronic check,0,1.0293359835100118,0
1,70.45,Month-to-month,Mailed check,1,0.2853087295954578,1
9,70.45,Month-to-month,Mailed check,0,0.5188076650106458,1
46,101.0,Month-to-month,Electronic check,1,1.0073288850624194,1
1,69.1,Month-to-month,Electronic check,1,1.0,1
71,54.5,Two year,Bank transfer (automatic),0,0.9764052203127018,0
43,75.35,Month-to-month,Credit card (automatic),1,0.975725683245629,0
50,44.45,One year,Bank transfer (automatic),1,0.9846794150731157,0
13,75.0,Month-to-month,Mailed check,1,1.0250769230769232,1
19,100.0,One year,Bank transfer (automatic),0,0.9940263157894738,1
41,98.05,Month-to-month,Bank transfer (automatic),0,0.9926742204698947,0
1,71.15,Month-to-month,Electronic check,1,1.0,1
24,54.15,Month-to-month,Credit card (automatic),1,0.9543321021852879,1
40,63.9,One year,Bank transfer (automatic),0,1.0309076682316118,0
3,69.15,Month-to-month,Bank transfer (automatic),1,1.1328030850807422,0
37,64.65,One year,Bank transfer (automatic),0,0.9815221253736334,0
67,108.75,Two year,Credit card (automatic),1,0.9821513124034997,1
32,98.85,Month-to-month,Electronic check,1,0.9767324228629236,0
6,49.15,Month-to-month,Electronic check,1,0.9182773821634453,1
32,70.45,Month-to-month,Electronic check,0,1.2871717530163236,0
59,83.25,Month-to-month,Electronic check,1,1.0076042143838755,0
30,70.25,One year,Bank transfer (automatic),0,1.0433689205219454,0
20,19.4,Month-to-month,Electronic check,1,0.9652061855670103,1
27,70.45,Two year,Electronic check,0,0.4005730357753069,0
20,79.15,Month-to-month,Electronic check,1,0.960770688566014,1
9,20.1,One year,Mailed check,0,1.0516860143725815,0
68,73.0,One year,Credit card (automatic),1,1.040088638195004,0
69,61.4,Two year,Credit card (automatic),0,0.9582802247084927,0
26,84.3,Month-to-month,Unknown,1,1.0409708915046993,0
69,19.9,Two year,Bank transfer (automatic),0,0.9880562231447092,0
11,20.4,Two year,Mailed check,0,1.0314171122994653,0
1,50.75,Month-to-month,Mailed check,0,1.0,0
10,20.45,One year,Mailed check,0,1.1853300733496333,0
55,75.75,One year,Bank transfer (automatic),1,1.0235223522352235,0
44,65.4,One year,Electronic check,0,0.9641889074228523,0
46,80.4,Month-to-month,Electronic check,1,0.9747999134760977,1
69,59.75,Two year,Bank transfer (automatic),1,0.9871808865441757,0
11,78.5,Month-to-month,Electronic check,1,1.0123914302258252,0
11,102.0,Month-to-month,Electronic check,1,1.0208110516934046,1
29,48.95,Month-to-month,Bank transfer (automatic),0,0.9324786023739917,0
57,99.65,Month-to-month,Electronic check,1,0.9677819737502311,0
28,18.25,One year,Credit card (automatic),0,1.0463796477495109,0
42,54.55,Month-to-month,Credit card (automatic),0,1.0715595128977349,0
2,20.65,Month-to-month,Mailed check,0,0.9370460048426151,1
23,40.65,One year,Bank transfer (automatic),0,1.013316220118723,0
18,20.45,Month-to-month,Mailed check,0,0.9698451507742463,0
62,24.8,One year,Bank transfer (automatic),0,0.9601001560874088,0
1,70.8,Month-to-month,Mailed check,1,1.0,1
16,89.05,Month-to-month,Credit card (automatic),1,1.016704098820887,1
3,96.6,Month-to-month,Electronic check,1,1.0072463768115942,1
67,88.8,One year,Bank transfer (automatic),1,0.9921927524539466,0
62,20.05,Two year,Credit card (automatic),1,0.9666559407931783,0
57,104.5,Month-to-month,Credit card (automatic),1,0.9940988835725678,1
2,69.8,Month-to-month,Electronic check,1,1.0505014326647566,0
23,77.15,Two year,Bank transfer (automatic),1,0.9915184986897349,0
25,35.05,Two year,Bank transfer (automatic),0,0.9637089871611985,0
72,108.1,Two year,Bank transfer (automatic),1,0.9988243909959914,0
2,84.05,Month-to-month,Electronic check,1,0.7974419988102321,0
8,20.2,One year,Bank transfer (automatic),1,0.8722153465346534,0
5,50.6,Month-to-month,Mailed check,1,0.9879446640316205,1
35,49.2,Month-to-month,Electronic check,0,0.9881823461091754,0
24,70.45,One year,Electronic check,0,0.3505145493257629,0
2,71.65,Month-to-month,Electronic check,1,0.9473133286810885,0
72,104.9,Two year,Credit card (automatic),1,1.0238123609787098,0
41,106.5,Month-to-month,Electronic check,1,0.9807397228901865,0
4,49.35,Month-to-month,Electronic check,0,1.1127152988855116,1
26,70.45,One year,Bank transfer (automatic),0,1.1017633892012884,0
7,94.25,Month-to-month,Electronic check,1,1.0140204622963245,1
1,68.95,Month-to-month,Electronic check,1,1.0,1
4,58.5,Month-to-month,Mailed check,1,0.9608974358974359,0
48,78.9,Two year,Credit card (automatic),0,2.1100242834943312,0
2,93.85,Month-to-month,Electronic check,1,1.0482152370804476,1
12,79.2,One year,Electronic check,1,0.9931081649831649,0
60,109.45,Month-to-month,Bank transfer (automatic),1,1.0008908177249887,0
55,59.2,Two year,Electronic check,1,0.9753839066339066,0
1,29.15,Month-to-month,Mailed check,0,1.0,0
1,20.05,Month-to-month,Mailed check,0,1.0,0
4,76.05,Month-to-month,Electronic check,1,1.0483234714003944,1
1,24.45,Month-to-month,Mailed check,1,1.0,1
42,66.5,Two year,Credit card (automatic),0,0.9891693519513068,0
1,49.55,Month-to-month,Bank transfer (automatic),0,1.0,0
7,89.35,Month-to-month,Credit card (automatic),1,0.14285714285714288,1
3,70.45,Month-to-month,Credit card (automatic),1,1.1000709723207949,0
72,82.65,Two year,Credit card (automatic),1,0.9947149963030181,0
15,49.0,Month-to-month,Electronic check,1,1.0193877551020407,0
4,80.35,Month-to-month,Electronic check,1,0.9564405724953329,1
11,25.2,One year,Electronic check,0,0.8843795093795095,0
5,25.45,Month-to-month,Mailed check,0,1.0589390962671905,0
1,55.8,Month-to-month,Electronic check,1,1.0,1
72,110.9,Two year,Credit card (automatic),1,1.0320671776375112,0
55,70.45,Month-to-month,Credit card (automatic),1,1.1010774888702497,0
40,26.2,Month-to-month,Electronic check,1,1.028148854961832,0
57,19.9,Two year,Bank transfer (automatic),0,0.9835140615357488,0
1,79.05,Month-to-month,Electronic check,1,1.0,1
1,95.0,Month-to-month,Electronic check,1,1.0,1
1,25.2,Month-to-month,Unknown,0,1.0,1
52,80.85,One year,Electronic check,1,0.9703510774939347,0
41,98.4,Month-to-month,Electronic check,1,1.0380106087646241,1
43,56.35,One year,Mailed check,1,0.9868347743546356,0
47,19.3,Two year,Bank transfer (automatic),0,0.9816999228309998,0
3,50.4,Month-to-month,Bank transfer (automatic),0,0.9077380952380953,0
66,79.4,Two year,Credit card (automatic),0,0.9836272040302266,1
55,55.25,Two year,Credit card (automatic),1,1.0267050596462362,0
29,19.1,One year,Mailed check,0,0.9559487272070769,0
12,84.05,Month-to-month,Electronic check,1,0.9583085465000992,0
66,105.2,Month-to-month,Electronic check,1,0.999085436110151,0
35,101.4,Month-to-month,Electronic check,1,0.9851507466892083,1
10,89.8,Month-to-month,Electronic check,1,1.01815144766147,1
27,70.45,Month-to-month,Bank transfer (automatic),1,1.0141156060247614,0
58,95.3,Month-to-month,Electronic check,1,1.0525201722328763,0
54,109.75,Two year,Bank transfer (automatic),0,1.0309963722264406,1
9,19.85,Month-to-month,Mailed check,0,1.0008396305625524,0
2,19.3,One year,Credit card (automatic),0,0.733160621761658,1
6,69.1,Month-to-month,Electronic check,1,1.0492040520984083,0
26,91.25,Month-to-month,Electronic check,1,0.9912750263435196,1
9,20.25,Month-to-month,Mailed check,0,1.0213991769547326,0
8,54.75,Month-to-month,Mailed check,1,1.0179223744292238,0
12,81.45,Month-to-month,Electronic check,1,0.9330877839165131,0
15,49.1,Month-to-month,Electronic check,1,0.9226748133061778,1
43,80.2,One year,Electronic check,1,1.0385663747607725,0
42,100.3,Month-to-month,Electronic check,1,2.124013623298013,0
31,65.25,Month-to-month,Credit card (automatic),0,0.9859349894945001,1
66,90.95,Two year,Credit card (automatic),1,0.987897112965832,0
18,85.45,Month-to-month,Unknown,1,0.9790325726545737,1
1,20.0,Month-to-month,Mailed check,0,1.0,0
61,94.1,Two year,Electronic check,1,0.9822651173324508,1
10,70.45,Month-to-month,Electronic check,0,1.1316536550745209,0
1,71.65,Month-to-month,Electronic check,1,1.0,1
18,73.55,Month-to-month,Electronic check,1,1.0268524813052347,0
24,104.65,Month-to-month,Electronic check,1,1.012283006848224,1
3,19.3,Month-to-month,Mailed check,0,0.9447322970639033,0
50,20.15,One year,Credit card (automatic),0,0.9816873449131515,0
1,44.55,Month-to-month,Electronic check,0,1.0,0
2,54.45,Month-to-month,Mailed check,1,0.8016528925619834,0
17,19.65,One year,Bank transfer (automatic),1,2.22980665947537,0
69,105.0,Two year,Electronic check,1,1.00728088336784,0
72,88.7,Two year,Credit card (automatic),1,0.9867374420643867,0
3,74.25,Month-to-month,Electronic check,1,0.9441077441077441,1
50,70.45,Two year,Bank transfer (automatic),1,1.085152590489709,0
53,20.25,Two year,Mailed check,0,0.9768926158863266,0
58,70.45,Two year,Credit card (automatic),1,1.564731651207753,0
46,30.75,One year,Bank transfer (automatic),1,1.0528808766348532,0
72,112.9,Month-to-month,Credit card (automatic),1,0.991720795197323,0
1,74.2,Month-to-month,Electronic check,1,1.0,1
6,94.05,Month-to-month,Mailed check,1,0.9192805245436825,0
72,78.85,Two year,Bank transfer (automatic),0,1.015139505389981,0
4,55.3,Month-to-month,Mailed check,1,1.0782097649186257,0
52,19.35,Two year,Mailed check,0,1.0253428741800834,0
0,25.35,Two year,Mailed check,0,0.0,0
2,20.45,One year,Mailed check,0,0.8508557457212713,0
65,19.35,Two year,Bank transfer (automatic),0,1.0494533889882727,0
43,101.0,Month-to-month,Electronic check,1,1.0104536034998848,1
4,100.2,Month-to-month,Electronic check,1,1.0484031936127745,1
25,89.05,One year,Electronic check,1,0.9780797304884895,1
51,78.65,One year,Credit card (automatic),1,0.984966904753001,0
12,74.75,Month-to-month,Bank transfer (automatic),0,0.9220178372352285,0
57,70.1,One year,Bank transfer (automatic),1,0.9793778311685062,1
24,19.9,One year,Mailed check,0,1.1170435510887773,0
64,58.35,One year,Bank transfer (automatic),0,1.0059045629820051,0
4,105.65,One year,Electronic check,1,1.0504022716516799,1
26,100.5,Month-to-month,Bank transfer (automatic),1,0.9950057405281285,0
15,20.05,Month-to-month,Mailed check,0,0.945303408146301,0
64,25.65,Two year,Credit card (automatic),0,1.060428849902534,0
36,96.5,Month-to-month,Electronic check,1,0.9890903857225101,1
27,95.0,Month-to-month,Credit card (automatic),0,0.9600584795321638,0
1,70.85,Month-to-month,Mailed check,0,1.0,1
35,85.95,One year,Credit card (automatic),1,1.0338568935427574,1
4,73.9,Month-to-month,Electronic check,1,0.9501014884979703,1
8,45.45,Month-to-month,Electronic check,1,1.1324257425742574,0
10,20.0,Month-to-month,Credit card (automatic),1,0.993,0
2,49.2,Month-to-month,Mailed check,0,1.053861788617886,0
58,109.45,Two year,Bank transfer (automatic),1,0.9679352877238858,1
51,83.25,Two year,Credit card (automatic),1,0.9631867161278925,0
46,19.25,Two year,Mailed check,1,0.9759457933370977,0
1,19.65,Month-to-month,Bank transfer (automatic),1,1.0,0
46,72.8,Month-to-month,Bank transfer (automatic),0,0.9703177257525085,0
50,109.65,Month-to-month,Bank transfer (automatic),1,0.9860100319197447,0
53,65.0,Month-to-month,Credit card (automatic),0,0.9764296081277214,0
61,114.1,Month-to-month,Electronic check,1,1.0247194724213733,0
5,20.65,Month-to-month,Bank transfer (automatic),0,0.9060532687651331,0
47,86.95,One year,Bank transfer (automatic),1,1.0127855333830886,0
54,94.75,One year,Bank transfer (automatic),1,1.0010260920551157,0
19,25.35,Month-to-month,Credit card (automatic),1,1.175334786670819,0
26,105.45,Two year,Electronic check,1,0.9903709377393588,0
70,25.4,Two year,Mailed check,0,1.0022778402699661,0
17,102.55,Month-to-month,Electronic check,1,0.999512432959532,0
30,100.2,Month-to-month,Electronic check,1,2.1031600098307703,1
1,24.0,Month-to-month,Mailed check,0,1.0,0
19,25.6,Two year,Mailed check,0,0.9989720394736841,0
26,73.5,Two year,Credit card (automatic),1,0.9972265829408686,0
21,74.05,Month-to-month,Bank transfer (automatic),1,1.0068486543841035,1
50,98.25,One year,Unknown,1,0.9890483460559796,0
68,54.4,One year,Electronic check,1,1.006609537197232,0
3,101.55,Month-to-month,Bank transfer (automatic),1,0.9793205317577549,1
9,103.1,Month-to-month,Electronic check,0,1.045856234508029,0
51,34.2,Two year,Bank transfer (automatic),0,1.021671826625387,0
9,43.75,Month-to-month,Electronic check,1,1.0303492063492063,0
41,111.95,One year,Electronic check,1,0.9880064052985327,1
22,100.65,Month-to-month,Electronic check,1,1.0910671544054553,0
21,70.45,One year,Electronic check,1,0.782081178816452,1
71,116.05,Two year,Bank transfer (automatic),1,1.00703315108228,0
1,45.75,Month-to-month,Electronic check,0,1.0,1
26,82.0,One year,Credit card (automatic),1,0.9770637898686678,0
71,65.15,Two year,Bank transfer (automatic),0,1.0121280252505052,0
4,44.8,Month-to-month,Credit card (automatic),1,0.9832589285714286,0
12,79.8,Month-to-month,Electronic check,1,1.0455304928989142,0
18,88.85,Month-to-month,Electronic check,1,0.9971550053148253,0
3,74.95,Month-to-month,Electronic check,1,0.9446297531687791,0
72,106.85,One year,Bank transfer (automatic),1,0.9979462382363645,0
11,74.95,Month-to-month,Electronic check,0,0.9891442780035175,1
1,80.15,Month-to-month,Credit card (automatic),0,1.0,1
13,19.3,One year,Credit card (automatic),0,1.0348744519728974,0
72,109.25,One year,Electronic check,1,1.0309941520467836,1
42,56.1,One year,Credit card (automatic),0,1.0130082335964687,0
17,19.7,Month-to-month,Credit card (automatic),0,2.1532883433923136,0
7,51.3,Month-to-month,Mailed check,1,1.1677805625174047,0
68,70.45,Two year,Mailed check,0,1.667859975785914,0
56,24.15,Two year,Bank transfer (automatic),0,1.036860396332446,0
38,70.45,One year,Mailed check,0,0.27991109782974116,0
72,115.5,Two year,Electronic check,1,1.0131253006253005,0
48,25.05,One year,Credit card (automatic),0,0.9743013972055887,0
52,109.1,Month-to-month,Electronic check,1,0.9955492491010365,0
35,19.65,One year,Mailed check,0,1.0306070519810977,0
67,111.3,Two year,Bank transfer (automatic),1,1.0147644526692683,0
1,29.9,Month-to-month,Mailed check,0,1.0,0
53,80.6,Month-to-month,Mailed check,1,1.0178613230956508,0
34,20.8,Month-to-month,Mailed check,0,0.8991798642533936,0
3,35.2,Month-to-month,Credit card (automatic),0,1.0317234848484849,1
1,78.8,Month-to-month,Electronic check,0,1.0,1
19,89.95,Month-to-month,Mailed check,0,0.9844065416459438,0
60,116.05,Two year,Bank transfer (automatic),1,0.9946718368519316,0
11,19.55,Two year,Credit card (automatic),0,1.037665659149035,0
47,106.4,Month-to-month,Electronic check,1,1.0254259318509038,1
18,49.4,Month-to-month,Electronic check,0,0.9838056680161944,1
60,115.25,Two year,Credit card (automatic),0,0.9773608098336949,0
72,24.8,Two year,Credit card (automatic),0,1.0496751792114694,0
39,19.9,One year,Mailed check,0,1.01939183094962,0
59,81.25,One year,Credit card (automatic),1,0.9678122555410691,0
2,69.95,Month-to-month,Mailed check,0,1.028591851322373,0
1,69.1,Month-to-month,Electronic check,0,1.0,1
20,90.2,Month-to-month,Electronic check,1,0.9847838137472283,1
6,93.55,Month-to-month,Bank transfer (automatic),1,0.9556386958845537,1
71,86.4,Two year,Credit card (automatic),1,1.0061293688054251,0
24,66.3,Month-to-month,Mailed check,0,0.9800465057818001,0
67,94.65,Month-to-month,Credit card (automatic),1,0.9585984499057801,0
1,80.85,Month-to-month,Mailed check,1,1.0,1
48,82.05,One year,Mailed check,1,1.0232454803981312,1
37,72.1,One year,Mailed check,0,0.027027027027027025,0
11,34.7,Month-to-month,Mailed check,0,2.1290771997819746,0
3,20.55,Month-to-month,Credit card (automatic),1,0.8296836982968369,1
18,95.95,Month-to-month,Credit card (automatic),1,1.0106536969486422,0
50,44.8,One year,Bank transfer (automatic),1,0.9959151785714285,0
67,109.4,One year,Electronic check,1,0.9934241043411826,0
25,71.05,Month-to-month,Mailed check,1,1.0345953553835328,0
2,78.55,Month-to-month,Electronic check,1,0.9519414385741567,1
9,19.7,Month-to-month,Credit card (automatic),0,1.0191765369430343,0
10,40.25,One year,Mailed check,0,1.0222360248447204,0
70,19.85,Two year,Credit card (automatic),0,0.955991363799928,0
9,68.25,Month-to-month,Bank transfer (automatic),1,0.9392755392755393,0
4,20.15,Month-to-month,Credit card (automatic),1,0.8492555831265509,0
2,50.95,Month-to-month,Mailed check,0,1.2075564278704611,0
1,78.65,Month-to-month,Electronic check,0,1.0,1
19,25.15,Month-to-month,Bank transfer (automatic),1,0.9801192842942347,0
7,20.25,Month-to-month,Bank transfer (automatic),1,1.2324514991181656,0
1,42.9,Month-to-month,Electronic check,1,1.0,1
1,44.0,Month-to-month,Unknown,0,1.0,0
9,20.25,One year,Mailed check,0,0.945679012345679,0
3,34.25,Month-to-month,Mailed check,0,1.3562043795620438,1
9,58.5,Month-to-month,Mailed check,0,1.0253561253561254,1
5,55.8,Month-to-month,Credit card (automatic),0,1.0767025089605733,0
56,88.9,One year,Bank transfer (automatic),0,0.9979109754137875,0
18,57.65,Month-to-month,Mailed check,0,0.9566348655680833,0
49,96.2,Month-to-month,Electronic check,1,1.0009440366583224,1
70,79.15,Two year,Mailed check,0,0.9992780434978793,0
72,108.05,Two year,Credit card (automatic),1,1.0034706154558075,0
6,74.4,Month-to-month,Electronic check,0,0.9724462365591398,1
17,94.8,Month-to-month,Electronic check,1,0.9704020848845869,0
29,45.9,Month-to-month,Electronic check,1,1.0009766358650742,0
6,105.3,Month-to-month,Electronic check,1,0.862931307375752,1
63,102.6,Two year,Electronic check,0,0.9741560691853091,0
16,73.85,Month-to-month,Bank transfer (automatic),1,1.0868314150304672,1
59,61.35,One year,Bank transfer (automatic),1,1.0071415744616192,0
3,57.55,Month-to-month,Electronic check,0,0.9351288734433826,0
8,29.25,Month-to-month,Mailed check,1,0.9698717948717949,0
7,84.55,Month-to-month,Electronic check,1,1.0929289515924643,1
68,19.6,Two year,Credit card (automatic),0,1.0816701680672267,0
68,111.75,Two year,Credit card (automatic),0,0.9884590077641795,0
52,106.5,One year,Electronic check,1,1.0151408450704227,0
72,107.7,Two year,Credit card (automatic),1,2.1640016953964296,0
32,19.3,One year,Mailed check,0,0.9604922279792747,0
72,20.05,Two year,Bank transfer (automatic),0,0.9861803823773898,0
1,69.95,Month-to-month,Credit card (automatic),1,1.0,0
42,63.7,One year,Credit card (automatic),0,1.0328735889960379,0
25,24.75,Two year,Credit card (automatic),0,1.1185454545454545,1
45,50.9,Month-to-month,Bank transfer (automatic),1,1.0035145164811177,0
43,60.4,One year,Credit card (automatic),1,1.0166910519020484,0
37,79.25,One year,Mailed check,0,0.02702702702702703,0
20,85.8,Month-to-month,Credit card (automatic),1,1.0067016317016317,1
4,24.45,Month-to-month,Electronic check,1,0.885480572597137,1
63,110.1,Two year,Credit card (automatic),1,0.966754609806381,0
3,90.7,Month-to-month,Mailed check,0,0.8733921352443954,0
66,25.3,Two year,Credit card (automatic),1,1.0015271289974848,0
28,105.7,Month-to-month,Electronic check,1,1.0067238816056223,1
8,85.2,Month-to-month,Electronic check,0,1.0207599765258215,0
71,24.35,Two year,Mailed check,0,0.9570523758567833,0
1,24.25,Month-to-month,Electronic check,1,1.0,1
72,25.1,Two year,Bank transfer (automatic),0,1.0280267817618414,0
16,54.55,Month-to-month,Bank transfer (automatic),1,0.9453483043079745,0
66,96.6,Two year,Mailed check,0,1.0076306543697848,0
11,76.5,Month-to-month,Electronic check,1,0.9957813428401664,1
51,81.15,One year,Credit card (automatic),1,0.9969917726794968,0
8,38.5,Month-to-month,Electronic check,1,1.074025974025974,0
14,92.9,Month-to-month,Electronic check,1,1.0283330770413655,0
4,93.5,Month-to-month,Electronic check,1,0.9684491978609625,1
70,84.7,Two year,Mailed check,0,1.0104655085174565,0
70,66.0,Two year,Electronic check,0,1.0587662337662338,0
54,101.5,One year,Credit card (automatic),1,0.9803138113482942,1
28,74.9,Month-to-month,Bank transfer (automatic),1,0.9863389280946023,1
24,20.75,Two year,Mailed check,0,0.9780120481927711,0
69,61.45,Two year,Credit card (automatic),1,0.9743281329229607,0
42,54.5,Month-to-month,Mailed check,0,1.005307994757536,0
2,69.6,Month-to-month,Electronic check,1,0.9457614942528737,1
39,99.75,Month-to-month,Electronic check,1,1.03746545851809,0
45,109.75,Two year,Bank transfer (automatic),1,0.9922854973424449,0
72,80.85,Two year,Unknown,1,0.9838950731807875,0
38,20.3,Two year,Mailed check,0,0.9632486388384754,0
72,67.8,Two year,Bank transfer (automatic),1,0.9842367256637169,0
1,24.05,Month-to-month,Mailed check,1,1.0,1
72,19.8,Two year,Credit card (automatic),1,0.9923190235690236,0
55,25.7,Two year,Bank transfer (automatic),0,1.0213300318358685,0
51,56.15,One year,Electronic check,1,1.012326925427339,0
63,86.7,Two year,Bank transfer (automatic),1,0.9720620274253492,0
1,20.4,Month-to-month,Mailed check,0,1.0,0
23,19.65,Two year,Mailed check,1,0.9991149463436221,0
1,50.55,Month-to-month,Electronic check,0,1.0,1
2,54.35,Month-to-month,Mailed check,1,1.0768169273229071,0
52,108.1,Month-to-month,Credit card (automatic),0,1.0387995445812284,0
36,54.45,One year,Mailed check,0,0.9659728599122538,0
1,45.35,Month-to-month,Mailed check,0,1.0,0
28,59.0,One year,Unknown,0,1.0014830508474577,0
7,70.45,One year,Electronic check,0,0.9673527324343506,0
14,100.55,Month-to-month,Electronic check,1,1.0055764722597145,1
72,64.95,Two year,Credit card (automatic),1,0.9721153023693438,0
1,20.5,Month-to-month,Mailed check,1,1.0,1
10,18.85,Month-to-month,Mailed check,0,0.8657824933687002,0
42,19.8,One year,Bank transfer (automatic),0,1.022005772005772,0
7,25.05,Month-to-month,Bank transfer (automatic),0,1.0832620473339036,0
4,74.8,Month-to-month,Bank transfer (automatic),1,1.0758689839572193,1
72,114.3,Two year,Credit card (automatic),1,0.9792152717021483,0
20,24.45,Month-to-month,Electronic check,1,0.9873210633946831,1
63,109.2,Two year,Credit card (automatic),0,1.0247325425896854,0
56,45.05,Two year,Bank transfer (automatic),0,1.0147851593467576,0
5,51.0,Month-to-month,Mailed check,1,1.1247058823529412,0
72,110.45,Two year,Bank transfer (automatic),1,1.0037850208742014,0
68,70.45,Month-to-month,Electronic check,1,1.1864067131465788,0
67,60.05,One year,Mailed check,0,0.9927175115264644,0
8,44.65,Month-to-month,Bank transfer (automatic),0,1.033454647256439,0
52,93.25,Month-to-month,Bank transfer (automatic),1,0.9551866364198803,0
18,20.25,Month-to-month,Mailed check,1,1.1027434842249657,0
59,25.45,Two year,Mailed check,0,1.0216443008890812,0
60,20.6,Two year,Mailed check,0,0.8843042071197411,0
7,94.1,Month-to-month,Electronic check,1,1.0646728404432975,0
59,34.8,One year,Mailed check,0,0.9644944476914086,0
46,60.75,Two year,Bank transfer (automatic),1,1.0353909465020577,0
5,51.35,Month-to-month,Electronic check,1,1.0216163583252191,0
59,64.05,Two year,Credit card (automatic),1,1.0285529049074478,0
70,84.8,Two year,Bank transfer (automatic),1,0.996891846361186,0
14,71.0,Month-to-month,Credit card (automatic),1,0.9195171026156942,1
44,50.15,Month-to-month,Unknown,1,0.969409951962295,0
64,94.6,Two year,Credit card (automatic),1,0.9825416226215645,0
58,59.75,Two year,Mailed check,0,1.0458375414803058,0
46,100.25,One year,Electronic check,0,1.0308684809714843,0
58,98.9,Month-to-month,Electronic check,1,1.0077577490324603,0
72,97.7,Two year,Credit card (automatic),1,0.9765864892528147,0
30,40.3,Month-to-month,Electronic check,1,0.9701819685690654,1
11,60.25,Month-to-month,Bank transfer (automatic),0,1.000301772915881,0
34,56.25,Month-to-month,Electronic check,1,0.9233725490196079,0
54,46.2,Two year,Unknown,0,0.9748075998075997,0
3,50.6,Month-to-month,Electronic check,1,1.0233860342555994,1
72,24.9,Two year,Mailed check,0,1.037037037037037,0
40,84.85,Month-to-month,Electronic check,1,0.973202710665881,1
2,65.7,Month-to-month,Mailed check,0,1.0224505327245053,1
54,63.35,Two year,Credit card (automatic),0,2.111499309017711,0
14,50.1,Month-to-month,Bank transfer (automatic),0,1.0115483319076133,0
1,70.5,Month-to-month,Electronic check,0,1.0,1
10,94.85,Month-to-month,Electronic check,1,1.0052187664733792,1
1,50.15,Month-to-month,Electronic check,0,1.0,0
1,19.75,Month-to-month,Mailed check,0,1.0,1
56,64.65,One year,Bank transfer (automatic),1,1.0124709976798143,0
68,79.6,Two year,Bank transfer (automatic),1,1.0190289683712683,0
14,19.5,One year,Mailed check,1,0.9963369963369964,0
68,99.55,Two year,Electronic check,1,0.985020829024729,0
55,74.0,Month-to-month,Electronic check,1,0.9956756756756757,0
16,38.9,Month-to-month,Electronic check,1,1.0674807197943446,0
9,79.55,Month-to-month,Electronic check,1,1.0036315385152594,0
14,65.45,Month-to-month,Unknown,1,1.023245661901124,1
58,98.7,Month-to-month,Electronic check,1,1.0153722530831848,1
53,46.3,Month-to-month,Bank transfer (automatic),1,1.03787847915563,0
70,99.35,Two year,Credit card (automatic),1,0.9985620821051118,0
14,70.45,Month-to-month,Electronic check,1,1.3650005069451483,0
22,67.5,One year,Bank transfer (automatic),1,1.0397643097643097,1
10,78.15,Month-to-month,Credit card (automatic),1,0.9790786948176583,0
29,26.1,Two year,Mailed check,0,0.9149821640903685,0
1,69.6,Month-to-month,Electronic check,1,1.0,1
49,84.35,One year,Electronic check,0,0.9821443693067032,1
